name,gender,age,class,embarked,country,fare,survived
"Lymperopoulus, Mr. Panagiotis K.",male,30,3rd,C,Greece,6.0809,no
"Lyntakoff, Mr. Stanko",male,44,3rd,S,NA,7.1711,no
"MacKay, Mr. George William",male,20,3rd,S,Scotland,7.11,no
"Mack, Mrs. Mary",female,57,2nd,S,England,10.1,no
"Madigan, Miss. Margaret",female,21,3rd,Q,Ireland,7.15,yes
"Madill, Miss. Georgette Alexandra",female,16,1st,S,United States,211.0609,yes
"Madsen, Mr. Fridtjof Arne",male,24,3rd,S,Norway,7.021,yes
"Mäenpää, Mr. Matti Alexanteri",male,22,3rd,S,Finland,7.0206,no
"Maguire, Mr. John Edward",male,30,1st,S,United States,26,no
"Mahon, Miss. Bridget Delia",female,20,3rd,Q,Ireland,7.1707,no
"Maioni, Miss. Roberta Elizabeth Mary",female,20,1st,S,England,86.1,yes
"Maisner, Mr. Simon",male,34,3rd,S,England,8.01,no
"Mäkinen, Mr. Kalle Edvard",male,29,3rd,S,Finland,7.1806,no
"Malachard, Mr. Jean-Noël",male,25,2nd,C,France,15,no
"Mallet, Master. André Clement",male,1,2nd,C,France,37,yes
"Mallet, Mr. Albert Denis Pierre",male,45,2nd,C,France,37,no
"Mallet, Mrs. Antonine Marie",female,24,2nd,C,France,37,yes
"Māmā, Mr. Hannā Mikā'īl",male,18,3rd,C,Lebanon,7.0407,yes
"Mangan, Miss. Mary",female,32,3rd,Q,Ireland,7.15,no
"Mangiavacchi, Mr. Serafino Emilio",male,30,2nd,C,United States,15.1107,no
"Mannion, Miss. Margaret",female,28,3rd,Q,Ireland,7.1409,yes
"Mardirosian, Mr. Sarkis",male,25,3rd,C,Turkey,7.0407,no
"Maréchal, Mr. Pierre",male,29,1st,C,France,29.14,yes
"Marinko, Mr. Dmitri",male,23,3rd,S,Yugoslavia,7.1711,no
"Markoff, Mr. Marin",male,35,3rd,S,Bulgaria,7.1711,no
"Markun, Mr. Johann",male,33,3rd,C,Slovenia,7.1711,no
"Marvin, Mr. Daniel Warner",male,18,1st,S,United States,53.02,no
"Marvin, Mrs. Mary Graham Carmichael",female,18,1st,S,Scotland,53.02,yes
"Matinoff, Mr. Nicola",male,30,3rd,C,Bulgaria,7.1711,no
"Matthews, Mr. William John",male,23,2nd,S,England,13,no
"Maybery, Mr. Frank Hubert",male,36,2nd,S,England,16,no
"Mayné, Mlle. Berthe Antonine",female,24,1st,C,Belgium,49.1001,yes
"McCaffry, Mr. Thomas Francis",male,46,1st,S,Canada,75.041,no
"McCarthy, Miss. Catherine",female,25,3rd,Q,Ireland,7.15,yes
"McCarthy, Mr. Timothy J.",male,55,1st,S,United States,51.1703,no
"McCormack, Mr. Thomas Joseph",male,19,3rd,Q,United States,7.15,yes
"McCoy, Miss. Agnes",female,29,3rd,Q,Ireland,23.05,yes
"McCoy, Miss. Alice",female,26,3rd,Q,Ireland,23.05,yes
"McCoy, Mr. Bernard",male,24,3rd,Q,Ireland,23.05,yes
"McCrae, Mr. Arthur Gordon",male,32,2nd,S,Australia,13.1,no
"McCrie, Mr. James Matthew",male,32,2nd,S,Canada,13,no
"McDermott, Miss. Bridget Delia",female,31,3rd,Q,Ireland,7.1508,yes
"McEvoy, Mr. Michael",male,20,3rd,Q,Ireland,15.1,no
"McGough, Mr. James Robert",male,35,1st,S,Ireland,26.0509,yes
"McGovern, Ms. Mary",female,22,3rd,Q,Ireland,7.1707,yes
"McGowan, Miss. Anna Louise",female,17,3rd,Q,United States,8,yes
"McGowan, Miss. Catherine",female,42,3rd,Q,Ireland,7.15,no
"McKane, Mr. Peter Daniel",male,46,2nd,S,Channel Islands,26,no
"McMahon, Mr. Martin",male,19,3rd,Q,Ireland,7.15,no
"McNamee, Mr. Neal",male,27,3rd,S,England,16.02,no
"McNamee, Mrs. Eileen",female,19,3rd,S,England,16.02,no
"McNeill, Miss. Bridget",female,32,3rd,Q,Ireland,7.15,no
"Meanwell, Mrs. Marian",female,62,3rd,S,England,8.01,no
"Meehan, Mr. John",male,22,3rd,Q,Ireland,7.15,no
"Meek, Mrs. Annie Louisa",female,32,3rd,S,England,8.01,no
"Mellinger, Miss. Violet Madeline",female,13,2nd,S,England,19.1,yes
"Mellinger, Mrs. Elizabeth Anne",female,42,2nd,S,England,19.1,yes
"Mellors, Mr. William John",male,19,2nd,S,England,10.1,yes
"Meo (Martino), Mr. Alfonzo",male,48,3rd,S,Italy,8.01,no
"Mernagh, Mr. Robert",male,28,3rd,Q,Ireland,7.15,no
"Meyer, Mr. August",male,31,2nd,S,England,13,no
"Meyer, Mr. Edgar Joseph",male,28,1st,C,United States,82.0305,no
"Meyer, Mrs. Leila",female,25,1st,C,United States,82.0305,yes
"Midtsjø, Mr. Karl Albert",male,21,3rd,S,Norway,7.1506,yes
"Mihoff, Mr. Stoytcho",male,28,3rd,S,Bulgaria,7.1711,no
"Miles, Mr. Frank",male,23,3rd,S,England,8.01,no
"Millet, Mr. Francis Davis",male,65,1st,C,United States,26.11,no
"Milling, Mr. Jacob Christian",male,48,2nd,S,Denmark,13,no
"Minahan, Dr. William Edward",male,44,1st,Q,United States,90,no
"Minahan, Miss. Daisy E.",female,33,1st,Q,United States,90,yes
"Minahan, Mrs. Lillian E.",female,37,1st,Q,United States,90,yes
"Mineff, Mr. Ivan",male,24,3rd,S,NA,7.1711,no
"Minkoff, Mr. Lazar",male,21,3rd,S,Bulgaria,7.1711,no
"Mitchell, Mr. Henry Michael",male,72,2nd,S,England,10.1,no
"Mitkoff, Mr. Mito",male,23,3rd,S,NA,7.1711,no
"Mockler, Miss. Ellen Mary",female,23,3rd,Q,Ireland,7.1707,yes
"Mock, Mr. Philipp Edmund",male,30,1st,C,United States,57.15,yes
"Moen, Mr. Sigurd Hansen",male,27,3rd,S,Norway,7.13,no
"Molson, Mr. Harry Markland",male,55,1st,S,Canada,30.1,no
"Montvila, Fr. Juozas",male,27,2nd,S,England,13,no
"Moore, Mr. Clarence Bloomfield",male,47,1st,S,United States,42.08,no
"Moore, Mr. Leonard Charles",male,19,3rd,S,England,8.01,no
"Moor, Master. Meier",male,7,3rd,S,NA,12.0906,yes
"Moor, Mrs. Beila",female,29,3rd,S,NA,12.0906,yes
"Moran, Miss. Bridget",female,28,3rd,Q,Ireland,24.03,yes
"Moran, Mr. Daniel J.",male,28,3rd,Q,Ireland,24.03,no
"Moraweck, Dr. Ernest",male,54,2nd,S,United States,14,no
"Morley, Mr. Henry Samuel",male,38,2nd,S,England,26,no
"Morley, Mr. William",male,34,3rd,S,England,8.01,no
"Morrow, Mr. Thomas Rowan",male,30,3rd,Q,Ireland,7.15,no
"Moss, Mr. Albert Johan",male,29,3rd,S,Norway,7.1506,yes
"Moussa, Mrs. Mantoura Boulos",female,35,3rd,C,Lebanon,7.0407,yes
"Moutal, Mr. Rahamin Haim",male,28,3rd,S,England,8.01,no
"Mubārik, Master. Halīm",male,4,3rd,C,Lebanon,15.0411,yes
"Mubārik, Master. Jirjis",male,7,3rd,C,Lebanon,15.0411,yes
"Mubārik, Mrs. Amīnah",female,25,3rd,C,Lebanon,15.0411,yes
"Mudd, Mr. Thomas Cupper",male,17,2nd,S,England,10.1,no
"Mullin, Miss. Catherine",female,21,3rd,Q,Ireland,7.1408,yes
"Mulvihill, Miss. Bridget Elizabeth",female,25,3rd,Q,Ireland,7.15,yes
"Murdlin, Mr. Joseph",male,22,3rd,S,England,8.01,no
"Murphy, Miss. Catherine",female,18,3rd,Q,Ireland,15.1,yes
"Murphy, Miss. Margaret Jane",female,25,3rd,Q,Ireland,15.1,yes
"Murphy, Miss. Nora",female,31,3rd,Q,Ireland,15.1,yes
"Muslamānī, Mrs. Fatīmah Muhammad",female,22,3rd,C,Lebanon,7.0406,yes
"Myhrman, Mr. Pehr Fabian Oliver Malkolm",male,18,3rd,S,Sweden,7.15,no
"Myles, Mr. Thomas Francis",male,63,2nd,Q,Ireland,9.1309,no
"Naidenoff, Mr. Penko",male,22,3rd,S,Bulgaria,7.1711,no
"Najib Kiamie, Miss. Adele",female,15,3rd,C,Lebanon,7.0406,yes
"Nakhli, Mr. Toufik",male,17,3rd,C,Lebanon,7.0407,no
"Nakid, Miss. Maria",female,1,3rd,C,Lebanon,15.141,yes
"Nakid, Mr. Sahid",male,21,3rd,C,Lebanon,15.141,yes
"Nakid, Mrs. Waika",female,19,3rd,C,Lebanon,15.141,yes
"Nancarrow, Mr. William Henry",male,36,3rd,S,England,8.01,no
"Nankoff, Mr. Minko",male,32,3rd,S,NA,7.1711,no
"Nasr 'Almā, Mr. Mustafà",male,20,3rd,C,Lebanon,7.0407,no
"Nasser, Mr. Nicholas",male,28,2nd,C,United States,30.0105,no
"Nasser, Mrs. Adele",female,14,2nd,C,Lebanon,30.0105,yes
"Nassr Rizq, Mr. Saade",male,20,3rd,C,Lebanon,7.0406,no
"Natsch, Mr. Charles",male,36,1st,C,United States,29.14,no
"Naughton, Miss. Hannah",female,21,3rd,Q,Ireland,7.15,no
"Navratil, Master. Edmond Roger",male,2,2nd,S,France,26,yes
"Navratil, Master. Michel Marcel",male,3,2nd,S,France,26,yes
"Navratil, Mr. Michel",male,32,2nd,S,Slovakia (Modern day),26,no
"Nenkov, Mr. Hristo",male,22,3rd,S,NA,7.1711,no
"Nesson, Mr. Israel",male,26,2nd,S,England,13,no
"Newell, Miss. Madeleine",female,31,1st,C,United States,113.0506,yes
"Newell, Miss. Marjorie Anne",female,23,1st,C,United States,113.0506,yes
"Newell, Mr. Arthur Webster",male,58,1st,C,United States,113.0506,no
"Newsom, Miss. Helen Monypeny",female,19,1st,S,United States,26.0508,yes
"Nicholls, Mr. Joseph Charles",male,19,2nd,S,England,36.15,no
"Nicholson, Mr. Arthur Ernest",male,60,1st,S,England,26,no
"Nieminen, Miss. Manta Josefina",female,29,3rd,S,Finland,7.1806,no
"Niklasson, Mr. Samuel",male,28,3rd,S,Sweden,8.01,no
"Nilsson, Miss. Berta Olivia",female,18,3rd,S,Sweden,7.1506,yes
"Nilsson, Miss. Helmina Josefina",female,26,3rd,S,Sweden,7.1701,yes
"Nilsson, Mr. August Ferdinand",male,21,3rd,S,Sweden,7.1701,no
"Nīqūla Yārid, Master. Ilyās",male,11,3rd,C,Lebanon,11.041,yes
"Nīqūla Yārid, Miss. Jamilah",female,14,3rd,C,Lebanon,11.041,yes
"Nirva, Mr. Iisakki Antino Äijö",male,41,3rd,S,Finland,7.0206,no
"Niskänen, Mr. Juha",male,39,3rd,S,United States,7.1806,yes
"Nofal, Mr. Mansouer",male,20,3rd,C,Lebanon,7.0407,no
"Norman, Mr. Robert Douglas",male,27,2nd,S,Scotland,13.1,no
"Nosworthy, Mr. Richard Cater",male,21,3rd,S,England,7.16,no
"Nourney, Mr. Alfred",male,20,1st,C,Germany,13.1703,yes
"Nye, Mrs. Elizabeth",female,29,2nd,S,United States,10.1,yes
"Nysten, Miss. Anna Sofia",female,22,3rd,S,Sweden,7.15,yes
"Nysveen, Mr. Johan Hansen",male,60,3rd,S,Norway,6.0409,no
"O'Brien, Mr. Denis",male,21,3rd,Q,Ireland,7.1607,no
"O'Brien, Mrs. Johanna",female,26,3rd,Q,Ireland,15.1,yes
"O'Brien, Mr. Thomas",male,27,3rd,Q,Ireland,15.1,no
"O'Connell, Mr. Patrick Denis",male,18,3rd,Q,Ireland,7.1408,no
"O'Connor, Mr. Maurice",male,17,3rd,Q,Ireland,7.15,no
"O'Connor, Mr. Patrick",male,23,3rd,Q,Ireland,7.15,no
"Ödahl, Mr. Nils Martin",male,23,3rd,S,Sweden,9.0406,no
"O'Dwyer, Miss. Ellen",female,24,3rd,Q,Ireland,7.1707,yes
"Öhman, Miss. Velin",female,22,3rd,S,Sweden,7.1506,yes
"O'Keefe, Mr. Patrick",male,21,3rd,Q,Ireland,7.15,yes
"O'Leary, Miss. Hanora",female,16,3rd,Q,Ireland,7.1607,yes
"Oliva y Ocana, Doña. Fermina",female,39,1st,C,Spain,108.18,yes
"Olsen, Master. Artur Karl",male,9,3rd,S,Norway,3.0305,yes
"Olsen, Mr. Henry Margido",male,28,3rd,S,Norway,22.1006,no
"Olsen, Mr. Karl Siegwart Andreas",male,42,3rd,S,United States,8.0801,no
"Olsen, Mr. Ole Martin",male,27,3rd,S,Norway,7.0603,no
"Olsson, Miss. Elina",female,31,3rd,S,Sweden,7.1701,no
"Olsson, Mr. Nils Johan Göransson",male,28,3rd,S,Sweden,7.1701,no
"Olsson, Mr. Oscar Wilhelm",male,32,3rd,S,Sweden,7.1506,yes
"Olsvigen, Mr. Thor Anderson",male,20,3rd,S,Norway,9.0406,no
"Omont, Mr. Alfred Fernand",male,29,1st,C,France,25.141,yes
"Oreskovic, Miss. Jelka",female,23,3rd,S,Croatia,8.1303,no
"Oreskovic, Miss. Marija",female,20,3rd,S,Croatia,8.1303,no
"Oreskovic, Mr. Luka",male,20,3rd,S,Croatia,8.1303,no
"Osén, Mr. Olaf Elon",male,16,3rd,S,Sweden,9.0404,no
"Østby, Miss. Helen Ragnhild",female,22,1st,S,United States,61.1907,yes
"Ostby, Mr. Engelhart Cornelius",male,64,1st,S,United States,61.1907,no
"O'Sullivan, Miss. Bridget Mary",female,21,3rd,Q,Ireland,7.1207,no
"Otter, Mr. Richard",male,38,2nd,S,United States,13,no
"Oviés y Rodríguez, Mr. Servando José Florentino",male,36,1st,C,Cuba,27.1405,no
"Oxenham, Mr. Percy Thomas",male,22,2nd,S,England,10.1,yes
"Padron Manent, Mr. Julian",male,27,2nd,C,Spain,13.1703,yes
"Pain, Dr. Alfred",male,23,2nd,S,Canada,10.1,no
"Pallàs i Castelló, Sr. Emili",male,29,2nd,C,Spain,13.1702,yes
"Pålsson, Master. Gösta Leonard",male,2,3rd,S,Sweden,21.0106,no
"Pålsson, Master. Paul Folke",male,6,3rd,S,Sweden,21.0106,no
"Pålsson, Miss. Stina Viola",female,3,3rd,S,Sweden,21.0106,no
"Pålsson, Miss. Torborg Danira",female,8,3rd,S,Sweden,21.0106,no
"Pålsson, Mrs. Alma Cornelia",female,29,3rd,S,Sweden,21.0106,no
"Panula, Master. Eino Viljam",male,1,3rd,S,Finland,39.1309,no
"Panula, Master. Jaako Arnold",male,15,3rd,S,United States,39.1309,no
"Panula, Master. Juha Niilo",male,7,3rd,S,Finland,39.1309,no
"Panula, Master. Urho Abraham",male,2,3rd,S,Finland,39.1309,no
"Panula, Mr. Ernesti Arvid",male,16,3rd,S,Finland,39.1309,no
"Panula, Mrs. Maija Emelia Abrahamintytar",female,41,3rd,S,Finland,39.1309,no
"Parker, Mr. Clifford Richard",male,17,2nd,S,Channel Islands,10.1,no
"Parkes, Mr. Francis",male,21,2nd,B,Northern Ireland,NA,no
"Parrish, Mrs. Lutie Davis",female,59,2nd,S,United States,26,yes
"Parr, Mr. William Henry Marsh",male,30,1st,B,England,NA,no
"Partner, Mr. Austin",male,40,1st,S,England,28.1,no
"Pasic, Mr. Jakob",male,21,3rd,S,Slovenia,8.1303,no
"Patchett, Mr. George",male,20,3rd,S,England,14.1,no
"Pavlovic, Mr. Stefo",male,32,3rd,S,Croatia,7.1711,no
"Payne, Mr. Vivian Ponsonby",male,23,1st,S,Canada,93.1,no
"Peacock, Master. Albert Edward",male,0.5833333333,3rd,S,England,13.1506,no
"Peacock, Miss. Treasteall",female,4,3rd,S,England,13.1506,no
"Peacock, Mrs. Edith",female,26,3rd,S,England,13.1506,no
"Pearce, Mr. Ernest",male,32,3rd,S,England,7,no
"Pears, Mrs. Edith",female,22,1st,S,England,66.12,yes
"Pears, Mr. Thomas Clinton",male,29,1st,S,England,66.12,no
"Pedersen, Mr. Olaf",male,28,3rd,S,Norway,7.1506,no
"Peduzzi, Mr. Giuseppe",male,24,3rd,S,England,8.01,no
"Pekoniemi, Mr. Edvard",male,21,3rd,S,Finland,7.1806,no
"Peltomäki, Mr. Nikolai Johannes",male,25,3rd,S,Finland,7.1806,no
"Peñasco y Castellana, Mrs. Maria Josefa Perezde Soto y Vallejo",female,22,1st,C,Spain,108.18,yes
"Peñasco y Castellana, Mr. Victor",male,24,1st,C,Spain,108.18,no
"Pengelly, Mr. Frederick William",male,19,2nd,S,England,10.1,no
"Perkin, Mr. John Henry",male,24,3rd,S,England,7.05,no
"Pernot, Mr. René",male,39,2nd,C,France,15.01,no
"Perreault, Miss. Mary Anne",female,33,1st,S,Canada,93.1,yes
"Persson, Mr. Ernst Ulrik",male,25,3rd,S,Sweden,7.1506,yes
"Peruschitz, Fr. Josef",male,41,2nd,S,Germany,13,no
"Peteranec, Miss. Mathilda",female,28,3rd,S,Croatia,7.1711,no
"Peter / Joseph, Master. Michael J.",male,4,3rd,C,Lebanon,22.0702,yes
"Peter / Joseph, Miss. Anna",female,2,3rd,C,Lebanon,22.0702,yes
"Petersen, Mr. Marius",male,24,3rd,S,England,8.01,no
"Peters, Miss. Catherine",female,28,3rd,Q,Ireland,8.0209,no
"Petroff, Mr. Nedialco",male,19,3rd,S,Bulgaria,7.1711,no
"Petroff, Mr. Pastcho",male,29,3rd,S,Bulgaria,7.1711,no
"Pettersson, Miss. Elin Natalia",female,18,3rd,S,Sweden,7.1506,no
"Pettersson, Mr. Johan Emil",male,25,3rd,S,Sweden,7.1506,no
"Peuchen, Major. Arthur Godfrey",male,52,1st,S,Canada,30.1,yes
"Phillips, Miss. Alice Frances Louisa",female,21,2nd,S,England,21,yes
"Phillips, Miss. Kate Florence",female,19,2nd,S,England,26,yes
"Phillips, Mr. Escott Robert",male,43,2nd,S,England,21,no
"Picard, Mr. Benoît",male,33,3rd,S,Poland,8.01,yes
"Pinsky, Mrs. Rosa",female,32,2nd,S,Poland,13,yes
"Plotcharsky, Mr. Vasil",male,27,3rd,S,NA,7.1711,no
"Pokrnic, Mr. Mate",male,17,3rd,S,Croatia,8.1303,no
"Pokrnic, Mr. Tome",male,24,3rd,S,Croatia,8.1303,no
"Ponesell, Mr. Martin",male,24,2nd,S,England,13,no
"Portaluppi, Mr. Emilio Ilario Giuseppe",male,30,2nd,C,United States,12.1409,yes
"Porter, Mr. Walter Chamberlain",male,46,1st,S,United States,52,no
"Potter, Mrs. Lily Alexenia",female,56,1st,C,United States,83.0302,yes
"Pulbaum, Mr. Franz",male,27,2nd,C,United States,15,no
"Pulner, Mr. Uscher",male,16,3rd,C,NA,8.1403,no
"Quick, Miss. Phyllis May",female,2,2nd,S,NA,26,yes
"Quick, Miss. Winifred Vera",female,8,2nd,S,NA,26,yes
"Quick, Mrs. Jane",female,33,2nd,S,NA,26,yes
"Radeff, Mr. Alexander",male,27,3rd,S,NA,7.1711,no
"Rafūl-Būlus, Mr. Bākhūs",male,21,3rd,C,Lebanon,7.0406,no
"Rasmussen, Mrs. Lena Jakobsen",female,63,3rd,S,Norway,8.0203,no
"Razi, Mr. Raihed",male,30,3rd,C,Lebanon,7.0407,no
"Reed, Mr. James George",male,18,3rd,S,Wales,7.05,no
"Reeves, Mr. David",male,36,2nd,S,England,10.1,no
"Rekic, Mr. Tido",male,38,3rd,S,Bosnia,7.1711,no
"Renouf, Mr. Peter Henry",male,33,2nd,S,Channel Islands,21,no
"Renouf, Mrs. Lillian",female,30,2nd,S,Channel Islands,21,yes
"Reuchlin, Mr. Jonkheer Johan George",male,37,1st,C,Netherlands,NA,no
"Reynalds, Sra. Encarnación",female,29,2nd,S,Spain,13,yes
"Reynolds, Mr. Harold",male,21,3rd,S,England,8.01,no
"Rheims, Mr. George Alexander Lucien",male,33,1st,C,United States,39.12,yes
"Rice, Master. Albert",male,10,3rd,Q,Ireland,29.0206,no
"Rice, Master. Arthur",male,4,3rd,Q,Ireland,29.0206,no
"Rice, Master. Eric",male,7,3rd,Q,Ireland,29.0206,no
"Rice, Master. Eugene Francis",male,2,3rd,Q,Ireland,29.0206,no
"Rice, Master. George Hugh",male,8,3rd,Q,Ireland,29.0206,no
"Rice, Mrs. Margaret",female,39,3rd,Q,Ireland,29.0206,no
"Richard, Mr. Emile Phillippe",male,23,2nd,C,NA,15,no
"Richards, Master. Sibley George",male,0.75,2nd,S,England,18.15,yes
"Richards, Master. William Rowe",male,3,2nd,S,England,18.15,yes
"Richards, Mrs. Emily",female,24,2nd,S,England,18.15,yes
"Ridsdale, Miss. Lucy",female,58,2nd,S,England,10.1,yes
"Righini, Mr. Sante",male,22,1st,C,NA,135.1208,no
"Riihivuori, Miss. Susanna Juhantytär",female,22,3rd,S,Finland,39.1309,no
"Rintamäki, Mr. Matti",male,35,3rd,S,Finland,7.0206,no
"Riordan, Miss. Hannah",female,22,3rd,Q,Ireland,7.1405,yes
"Risien, Mr. Samuel Beard",male,69,3rd,S,England,14.1,no
"Risien, Mrs. Emma Jane",female,64,3rd,S,England,14.1,no
"Robert, Mrs. Elisabeth Walton",female,43,1st,S,United States,211.0609,yes
"Robins, Mr. Alexander A.",male,50,3rd,S,England,14.1,no
"Robins, Mrs. Charity",female,48,3rd,S,England,14.1,no
"Robins, Mr. Victor",male,45,1st,C,England,247.1006,no
"Roebling, Mr. Washington Augustus II",male,31,1st,S,United States,50.0911,no
"Rogers, Mr. Reginald Harry",male,18,2nd,S,England,10.1,no
"Rogers, Mr. William John",male,30,3rd,S,Wales,8.01,no
"Romaine, Mr. Charles Hallace",male,45,1st,S,United States,26.11,yes
"Rommetvedt, Mr. Knud Paust",male,49,3rd,S,Norway,7.1506,no
"Rood, Mr. Hugh Roscoe",male,39,1st,S,United States,50,no
"Rosblom, Miss. Salli Helena",female,2,3rd,S,Finland,20.0403,no
"Rosblom, Mrs. Helena Wilhelmina",female,41,3rd,S,Finland,20.0403,no
"Rosblom, Mr. Viktor Richard",male,18,3rd,S,Finland,20.0403,no
"Rosenbaum, Miss. Edith Louise",female,33,1st,C,France,27.1405,yes
"Rosenshine, Mr. George",male,46,1st,C,United States,79,no
"Ross, Mr. John Hugo",male,36,1st,S,Canada,40.0206,no
"Rothes, Lucy Noël Martha, Countess of",female,33,1st,S,England,86.1,yes
"Roth, Miss. Sarah",female,26,3rd,S,Austria,8.01,yes
"Rothschild, Mr. Martin",male,46,1st,C,United States,59.08,no
"Rothschild, Mrs. Elizabeth Jane Anne",female,54,1st,C,United States,59.08,yes
"Rouse, Mr. Richard Henry",male,55,3rd,S,England,8.01,no
"Rowe, Mr. Alfred G.",male,59,1st,S,Peru,26.11,no
"Rugg, Miss. Emily",female,22,2nd,S,Channel Islands,10.1,yes
"Rush, Mr. Alfred George John",male,17,3rd,S,England,8.01,no
"Ryan, Mr. Edward",male,24,3rd,Q,Ireland,7.15,yes
"Ryan, Mr. Patrick",male,30,3rd,Q,Ireland,24.03,no
"Ryerson, Master. John Borie",male,13,1st,C,United States,262.0706,yes
"Ryerson, Miss. Emily Borie",female,18,1st,C,United States,262.0706,yes
"Ryerson, Miss. Susan Parker Suzette",female,21,1st,C,United States,262.0706,yes
"Ryerson, Mr. Arthur Larned",male,61,1st,C,United States,262.0706,no
"Ryerson, Mrs. Emily Maria",female,48,1st,C,United States,262.0706,yes
"Saad, Mr. Amin",male,30,3rd,C,Lebanon,7.0407,no
"Saad, Mr. Khalil",male,27,3rd,C,Lebanon,7.0406,no
"Saalfeld, Mr. Adolphe",male,47,1st,S,England,30.1,yes
"Sadlier, Mr. Matthew",male,19,3rd,Q,Ireland,7.1407,no
"Sadowitz, Mr. Henry",male,17,3rd,S,England,7.111,no
"Sæther, Mr. Simon Sivertsen",male,43,3rd,S,Norway,7.05,no
"Sage, Master. Anthony William",male,13,3rd,S,England,69.11,no
"Sage, Master. Thomas Henry",male,5,3rd,S,England,69.11,no
"Sage, Miss. Constance Gladys",female,8,3rd,S,England,69.11,no
"Sage, Miss. Dorothy",female,14,3rd,S,England,69.11,no
"Sage, Miss. Elizabeth Ada",female,10,3rd,S,England,69.11,no
"Sage, Miss. Stella Anne",female,21,3rd,S,England,69.11,no
"Sage, Mr. Douglas Bullen",male,18,3rd,S,England,69.11,no
"Sage, Mr. Frederick",male,17,3rd,S,England,69.11,no
"Sage, Mr. George John",male,20,3rd,S,England,69.11,no
"Sage, Mr. John George",male,45,3rd,S,England,69.11,no
"Sage, Mrs. Annie Elizabeth",female,45,3rd,S,England,69.11,no
"Sägesser, Mlle. Emma",female,24,1st,C,NA,69.06,yes
"Salander, Mr. Karl Johan",male,24,3rd,S,Sweden,9.0606,no
"Salkjelsvik, Miss. Anna Kristine",female,21,3rd,S,Norway,7.13,yes
"Salomon, Mr. Abraham Lincoln",male,43,1st,S,United States,26,yes
"Salonen, Mr. Johan Werner",male,29,3rd,S,United States,7.1806,no
"Samaan, Mr. Elias",male,17,3rd,C,Lebanon,21.1307,no
"Samaan, Mr. Hanna Elias",male,40,3rd,C,Lebanon,21.1307,no
"Samaan, Mr. Youssef",male,16,3rd,C,Lebanon,21.1307,no
"Sandström, Miss. Beatrice Irene",female,1,3rd,S,Sweden,16.14,yes
"Sandström, Miss. Marguerite Rut",female,4,3rd,S,Sweden,16.14,yes
"Sandström, Mrs. Agnes Charlotta",female,24,3rd,S,Sweden,16.14,yes
"Sap, Mr. Julius",male,21,3rd,S,Belgium,9.1,yes
"Saundercock, Mr. William Henry",male,19,3rd,S,England,8.01,no
"Sawyer, Mr. Frederick Charles",male,24,3rd,S,England,8.01,no
"Scanlan, Mr. James",male,22,3rd,Q,Ireland,7.1406,no
"Schabert, Mrs. Emma",female,35,1st,C,Germany,57.15,yes
"Scheerlinck, Mr. Jean",male,29,3rd,S,Belgium,9.1,yes
"Schmidt, Mr. Augustus",male,22,2nd,S,England,13,no
"Sdycoff, Mr. Todor",male,42,3rd,S,NA,7.1711,no
"Sedgwick, Mr. Charles Frederick Waddington",male,28,2nd,S,England,13,no
"Seman, Master. Betros",male,10,3rd,C,Lebanon,4,no
"Serreplan, Miss. Auguste",female,30,1st,S,NA,31,yes
"Seward, Mr. Frederic Kimber",male,34,1st,S,United States,26.11,yes
"Shannon, Mr. Andrew John",male,35,3rd,S,Ireland,NA,no
"Sharp, Mr. Percival",male,29,2nd,S,England,26,no
"Shaughnessy, Mr. Patrick",male,27,3rd,Q,Ireland,7.15,no
"Shedid, Mr. Daher",male,19,3rd,C,NA,7.0406,no
"Shellard, Mr. Frederick William Blainey",male,55,3rd,S,England,15.02,no
"Shelley, Mrs. Imanita Parrish",female,25,2nd,S,United States,26,yes
"Shihāb, Mr. Al-Amīr Fāris",male,26,3rd,C,Lebanon,7.0406,no
"Shine, Miss. Ellen",female,20,3rd,Q,Ireland,7.1607,yes
"Shorney, Mr. Charles Joseph",male,22,3rd,S,England,8.01,no
"Shutes, Miss. Elizabeth Weed",female,40,1st,S,United States,153.0903,yes
"Silvén, Miss. Lyyli Karoliina",female,17,2nd,S,Finland,13,yes
"Silverthorne, Mr. Spencer Victor",male,35,1st,S,United States,26.0509,yes
"Silvey, Mrs. Alice Gray",female,39,1st,C,United States,55.18,yes
"Silvey, Mr. William Baird",male,51,1st,C,United States,55.18,no
"Simmons, Mr. John",male,40,3rd,S,England,8.01,no
"Simonius-Blumer, Mr. Colonel (Oberst) Alfons",male,56,1st,S,Switzerland,35.1,yes
"Sincock, Miss. Maude",female,20,2nd,S,England,36.15,yes
"Sinkkonen, Miss. Anna",female,30,2nd,S,Finland,13,yes
"Sirayanian, Mr. Orsen",male,22,3rd,C,Turkey,7.0407,no
"Sirota, Mr. Morris",male,20,3rd,S,England,8.01,no
"Sivic, Mr. Husein",male,40,3rd,S,Bosnia,7.1711,no
"Sivola, Mr. Antti Wilhelm",male,21,3rd,S,United States,7.1806,no
"Sjöblom, Miss. Anna Sofia",female,18,3rd,S,Finland,6.0911,yes
"Sjöstedt, Mr. Ernst Adolf",male,59,2nd,S,Sweden,13.1,no
"Skoog, Master. Harald",male,5,3rd,S,United States,27.18,no
